Date,Year,Month,Geopolitical_Zone,State,Avg_Humidity_Percent,Min_Humidity_Percent,Max_Humidity_Percent
2017-11-01,2017,11,North-East,Bauchi,32.8,14.3,49.7
2017-12-01,2017,12,North-East,Bauchi,28.7,13.4,42.1
2018-01-01,2018,1,North-East,Bauchi,19.7,0.7,38.8
2018-02-01,2018,2,North-East,Bauchi,22.5,5.6,34.9
2018-03-01,2018,3,North-East,Bauchi,19.2,1.3,35.8
2018-04-01,2018,4,North-East,Bauchi,33.6,23.2,48.0
2018-05-01,2018,5,North-East,Bauchi,65.2,48.2,81.9
2018-06-01,2018,6,North-East,Bauchi,68.0,49.5,83.5
2018-07-01,2018,7,North-East,Bauchi,73.7,54.0,89.4
2018-08-01,2018,8,North-East,Bauchi,83.8,68.4,94.0
2018-09-01,2018,9,North-East,Bauchi,83.4,67.8,97.5
2018-10-01,2018,10,North-East,Bauchi,72.2,55.8,87.0
2018-11-01,2018,11,North-East,Bauchi,39.7,22.8,58.7
2018-12-01,2018,12,North-East,Bauchi,29.2,9.5,39.5
2019-01-01,2019,1,North-East,Bauchi,20.1,1.1,31.7
2019-02-01,2019,2,North-East,Bauchi,20.7,9.6,38.5
2019-03-01,2019,3,North-East,Bauchi,20.4,8.2,33.9
2019-04-01,2019,4,North-East,Bauchi,28.5,17.9,43.6
2019-05-01,2019,5,North-East,Bauchi,51.7,33.9,66.9
2019-06-01,2019,6,North-East,Bauchi,62.1,51.2,82.1
2019-07-01,2019,7,North-East,Bauchi,73.1,60.1,90.3
2019-08-01,2019,8,North-East,Bauchi,84.7,67.7,100.5
2019-09-01,2019,9,North-East,Bauchi,82.6,65.8,102.1
2019-10-01,2019,10,North-East,Bauchi,81.2,66.5,91.6
2019-11-01,2019,11,North-East,Bauchi,57.3,40.5,69.7
2019-12-01,2019,12,North-East,Bauchi,33.5,23.5,44.8
2020-01-01,2020,1,North-East,Bauchi,27.6,12.3,45.1
2020-02-01,2020,2,North-East,Bauchi,19.9,5.4,39.6
2020-03-01,2020,3,North-East,Bauchi,28.5,11.5,45.0
2020-04-01,2020,4,North-East,Bauchi,60.6,41.9,77.2
2020-05-01,2020,5,North-East,Bauchi,74.7,59.5,86.7
2020-06-01,2020,6,North-East,Bauchi,76.2,64.5,89.1
2020-07-01,2020,7,North-East,Bauchi,81.3,64.0,99.5
2020-08-01,2020,8,North-East,Bauchi,86.0,66.4,105.4
2020-09-01,2020,9,North-East,Bauchi,84.3,67.4,100.6
2020-10-01,2020,10,North-East,Bauchi,72.5,57.8,86.7
2020-11-01,2020,11,North-East,Bauchi,58.0,47.8,74.9
2020-12-01,2020,12,North-East,Bauchi,43.3,27.0,56.3
2021-01-01,2021,1,North-East,Bauchi,30.9,15.6,49.3
2021-02-01,2021,2,North-East,Bauchi,23.4,11.3,37.7
2021-03-01,2021,3,North-East,Bauchi,29.7,13.7,42.0
2021-04-01,2021,4,North-East,Bauchi,37.0,21.0,50.0
2021-05-01,2021,5,North-East,Bauchi,58.6,44.8,71.0
2021-06-01,2021,6,North-East,Bauchi,80.6,68.1,95.3
2021-07-01,2021,7,North-East,Bauchi,86.9,74.9,99.2
2021-08-01,2021,8,North-East,Bauchi,86.9,74.2,97.1
2021-09-01,2021,9,North-East,Bauchi,85.3,67.7,99.9
2021-10-01,2021,10,North-East,Bauchi,77.3,64.9,93.9
2021-11-01,2021,11,North-East,Bauchi,65.4,54.0,83.5
2021-12-01,2021,12,North-East,Bauchi,61.1,50.0,72.9
2022-01-01,2022,1,North-East,Bauchi,53.8,33.9,64.2
2022-02-01,2022,2,North-East,Bauchi,42.2,22.9,60.6
2022-03-01,2022,3,North-East,Bauchi,36.8,18.7,49.7
2022-04-01,2022,4,North-East,Bauchi,57.6,39.5,68.1
2022-05-01,2022,5,North-East,Bauchi,76.1,58.0,87.9
2022-06-01,2022,6,North-East,Bauchi,80.9,65.8,98.7
2022-07-01,2022,7,North-East,Bauchi,83.9,72.5,94.2
2022-08-01,2022,8,North-East,Bauchi,85.6,66.6,103.9
2022-09-01,2022,9,North-East,Bauchi,84.8,69.1,103.6
2022-10-01,2022,10,North-East,Bauchi,74.2,55.2,89.6
2022-11-01,2022,11,North-East,Bauchi,55.5,41.5,68.3
2022-12-01,2022,12,North-East,Bauchi,48.0,36.7,61.7
2023-01-01,2023,1,North-East,Bauchi,42.5,27.3,60.0
2023-02-01,2023,2,North-East,Bauchi,31.2,12.5,43.5
2023-03-01,2023,3,North-East,Bauchi,41.6,26.4,60.4
2023-04-01,2023,4,North-East,Bauchi,43.7,32.1,62.4
2023-05-01,2023,5,North-East,Bauchi,64.3,48.7,74.4
2023-06-01,2023,6,North-East,Bauchi,71.6,52.7,84.3
2023-07-01,2023,7,North-East,Bauchi,66.2,49.4,80.1
2023-08-01,2023,8,North-East,Bauchi,73.3,59.5,92.8
2023-09-01,2023,9,North-East,Bauchi,72.4,55.0,84.7
2023-10-01,2023,10,North-East,Bauchi,54.9,43.7,67.2
2023-11-01,2023,11,North-East,Bauchi,34.2,23.6,45.3
2023-12-01,2023,12,North-East,Bauchi,24.1,7.5,41.5
1990-01-01,1990,1,North-East,Adamawa,30.0,14.9,46.5
1990-02-01,1990,2,North-East,Adamawa,18.2,8.1,31.7
1990-03-01,1990,3,North-East,Adamawa,13.9,0.9,33.2
1990-04-01,1990,4,North-East,Adamawa,55.5,43.9,71.5
1990-05-01,1990,5,North-East,Adamawa,74.3,63.6,85.9
1990-06-01,1990,6,North-East,Adamawa,75.6,58.9,92.7
1990-07-01,1990,7,North-East,Adamawa,80.4,67.1,92.4
1990-08-01,1990,8,North-East,Adamawa,81.2,63.9,97.8
1990-09-01,1990,9,North-East,Adamawa,81.3,61.6,94.5
1990-10-01,1990,10,North-East,Adamawa,76.2,62.3,91.4
1990-11-01,1990,11,North-East,Adamawa,62.2,44.3,78.0
1990-12-01,1990,12,North-East,Adamawa,44.6,26.3,58.7
1991-01-01,1991,1,North-East,Adamawa,23.3,9.4,38.1
1991-02-01,1991,2,North-East,Adamawa,25.3,8.6,43.5
1991-03-01,1991,3,North-East,Adamawa,31.1,15.0,42.5
1991-04-01,1991,4,North-East,Adamawa,61.4,50.0,75.0
1991-05-01,1991,5,North-East,Adamawa,72.8,52.8,86.9
1991-06-01,1991,6,North-East,Adamawa,75.8,64.0,95.6
1991-07-01,1991,7,North-East,Adamawa,82.5,68.0,101.1
1991-08-01,1991,8,North-East,Adamawa,86.1,70.2,103.7
1991-09-01,1991,9,North-East,Adamawa,81.2,65.5,97.9
1991-10-01,1991,10,North-East,Adamawa,79.4,62.8,97.7
1991-11-01,1991,11,North-East,Adamawa,51.8,41.4,66.4
1991-12-01,1991,12,North-East,Adamawa,35.4,17.0,46.9
1992-01-01,1992,1,North-East,Adamawa,25.9,10.0,37.2
1992-02-01,1992,2,North-East,Adamawa,15.0,-0.0,25.2
1992-03-01,1992,3,North-East,Adamawa,34.7,15.4,54.1
1992-04-01,1992,4,North-East,Adamawa,62.3,42.4,78.9
1992-05-01,1992,5,North-East,Adamawa,71.1,59.4,82.5
1992-06-01,1992,6,North-East,Adamawa,74.8,55.5,91.9
1992-07-01,1992,7,North-East,Adamawa,81.2,70.2,98.2
1992-08-01,1992,8,North-East,Adamawa,83.8,67.0,95.5
1992-09-01,1992,9,North-East,Adamawa,81.8,70.3,94.8
1992-10-01,1992,10,North-East,Adamawa,77.7,65.6,88.3
1992-11-01,1992,11,North-East,Adamawa,53.7,43.0,69.4
1992-12-01,1992,12,North-East,Adamawa,31.6,20.9,43.7
1993-01-01,1993,1,North-East,Adamawa,21.9,5.6,32.5
1993-02-01,1993,2,North-East,Adamawa,16.8,2.2,34.6
1993-03-01,1993,3,North-East,Adamawa,34.9,18.5,50.3
1993-04-01,1993,4,North-East,Adamawa,51.2,40.2,66.0
1993-05-01,1993,5,North-East,Adamawa,70.8,50.8,82.9
1993-06-01,1993,6,North-East,Adamawa,76.1,61.4,90.6
1993-07-01,1993,7,North-East,Adamawa,81.0,64.1,95.6
1993-08-01,1993,8,North-East,Adamawa,83.8,72.5,97.5
1993-09-01,1993,9,North-East,Adamawa,81.3,63.6,94.8
1993-10-01,1993,10,North-East,Adamawa,78.2,66.9,88.5
1993-11-01,1993,11,North-East,Adamawa,61.2,46.5,79.7
1993-12-01,1993,12,North-East,Adamawa,37.3,20.2,55.2
1994-01-01,1994,1,North-East,Adamawa,26.4,13.0,43.5
1994-02-01,1994,2,North-East,Adamawa,15.3,-0.5,30.9
1994-03-01,1994,3,North-East,Adamawa,26.0,16.0,39.4
1994-04-01,1994,4,North-East,Adamawa,53.4,38.2,70.4
1994-05-01,1994,5,North-East,Adamawa,66.9,50.6,81.7
1994-06-01,1994,6,North-East,Adamawa,74.3,58.7,93.4
1994-07-01,1994,7,North-East,Adamawa,81.8,70.3,97.0
1994-08-01,1994,8,North-East,Adamawa,88.6,72.1,103.4
1994-09-01,1994,9,North-East,Adamawa,85.7,73.9,102.3
1994-10-01,1994,10,North-East,Adamawa,78.8,64.1,91.7
1994-11-01,1994,11,North-East,Adamawa,57.6,41.1,68.7
1994-12-01,1994,12,North-East,Adamawa,44.0,29.3,54.5
1995-01-01,1995,1,North-East,Adamawa,32.3,12.6,49.9
1995-02-01,1995,2,North-East,Adamawa,22.2,5.8,41.6
1995-03-01,1995,3,North-East,Adamawa,37.4,17.5,47.6
1995-04-01,1995,4,North-East,Adamawa,56.3,45.9,66.9
1995-05-01,1995,5,North-East,Adamawa,71.4,54.3,83.7
1995-06-01,1995,6,North-East,Adamawa,77.8,64.7,91.5
1995-07-01,1995,7,North-East,Adamawa,83.3,70.2,98.5
1995-08-01,1995,8,North-East,Adamawa,85.4,66.7,98.2
1995-09-01,1995,9,North-East,Adamawa,83.2,66.0,98.3
1995-10-01,1995,10,North-East,Adamawa,80.0,65.8,91.3
1995-11-01,1995,11,North-East,Adamawa,60.9,45.5,74.4
1995-12-01,1995,12,North-East,Adamawa,47.0,30.6,63.6
1996-01-01,1996,1,North-East,Adamawa,34.2,21.3,47.3
1996-02-01,1996,2,North-East,Adamawa,28.1,13.2,46.7
1996-03-01,1996,3,North-East,Adamawa,42.7,28.6,55.1
1996-04-01,1996,4,North-East,Adamawa,56.0,42.7,71.0
1996-05-01,1996,5,North-East,Adamawa,72.4,59.3,83.8
1996-06-01,1996,6,North-East,Adamawa,77.8,62.2,90.5
1996-07-01,1996,7,North-East,Adamawa,80.7,62.4,91.7
1996-08-01,1996,8,North-East,Adamawa,85.3,72.0,102.5
1996-09-01,1996,9,North-East,Adamawa,83.5,67.3,99.2
1996-10-01,1996,10,North-East,Adamawa,78.8,59.1,92.4
1996-11-01,1996,11,North-East,Adamawa,51.1,38.2,68.0
1996-12-01,1996,12,North-East,Adamawa,38.3,22.0,51.5
1997-01-01,1997,1,North-East,Adamawa,31.7,13.7,44.5
1997-02-01,1997,2,North-East,Adamawa,17.3,-0.8,29.9
1997-03-01,1997,3,North-East,Adamawa,32.6,15.2,45.1
1997-04-01,1997,4,North-East,Adamawa,61.0,49.0,74.1
1997-05-01,1997,5,North-East,Adamawa,74.7,59.4,85.5
1997-06-01,1997,6,North-East,Adamawa,79.8,62.8,92.3
1997-07-01,1997,7,North-East,Adamawa,83.2,64.2,100.5
1997-08-01,1997,8,North-East,Adamawa,83.7,65.4,96.1
1997-09-01,1997,9,North-East,Adamawa,80.1,66.8,96.5
1997-10-01,1997,10,North-East,Adamawa,78.3,66.6,95.2
1997-11-01,1997,11,North-East,Adamawa,55.0,39.1,68.6
1997-12-01,1997,12,North-East,Adamawa,36.9,19.0,51.5
1998-01-01,1998,1,North-East,Adamawa,23.8,6.1,43.6
1998-02-01,1998,2,North-East,Adamawa,16.8,5.0,29.3
1998-03-01,1998,3,North-East,Adamawa,15.3,-1.3,25.4
1998-04-01,1998,4,North-East,Adamawa,52.3,37.5,64.7
1998-05-01,1998,5,North-East,Adamawa,74.8,55.0,85.5
1998-06-01,1998,6,North-East,Adamawa,76.6,65.9,95.3
1998-07-01,1998,7,North-East,Adamawa,80.4,60.7,98.6
1998-08-01,1998,8,North-East,Adamawa,83.5,71.5,98.8
1998-09-01,1998,9,North-East,Adamawa,81.3,68.0,94.6
1998-10-01,1998,10,North-East,Adamawa,71.5,59.5,88.4
1998-11-01,1998,11,North-East,Adamawa,47.4,30.2,57.9
1998-12-01,1998,12,North-East,Adamawa,32.6,20.1,50.3
1999-01-01,1999,1,North-East,Adamawa,23.4,11.4,36.6
1999-02-01,1999,2,North-East,Adamawa,25.9,13.9,42.7
1999-03-01,1999,3,North-East,Adamawa,30.5,12.9,40.7
1999-04-01,1999,4,North-East,Adamawa,42.9,27.1,58.2
1999-05-01,1999,5,North-East,Adamawa,59.1,47.8,73.7
1999-06-01,1999,6,North-East,Adamawa,64.4,52.8,83.1
1999-07-01,1999,7,North-East,Adamawa,75.7,59.2,92.9
1999-08-01,1999,8,North-East,Adamawa,79.3,63.9,96.4
1999-09-01,1999,9,North-East,Adamawa,77.6,66.5,93.0
1999-10-01,1999,10,North-East,Adamawa,71.5,52.9,86.5
1999-11-01,1999,11,North-East,Adamawa,43.1,28.1,57.1
1999-12-01,1999,12,North-East,Adamawa,28.5,9.6,42.4
2000-01-01,2000,1,North-East,Adamawa,20.7,5.6,36.5
2000-02-01,2000,2,North-East,Adamawa,16.8,-1.9,32.6
2000-03-01,2000,3,North-East,Adamawa,18.4,-0.7,29.9
2000-04-01,2000,4,North-East,Adamawa,45.2,28.2,57.9
2000-05-01,2000,5,North-East,Adamawa,55.4,45.3,73.3
2000-06-01,2000,6,North-East,Adamawa,80.7,68.3,92.5
2000-07-01,2000,7,North-East,Adamawa,81.7,62.2,100.4
2000-08-01,2000,8,North-East,Adamawa,81.8,65.9,98.9
2000-09-01,2000,9,North-East,Adamawa,83.5,66.4,98.7
2000-10-01,2000,10,North-East,Adamawa,73.8,61.6,88.4
2000-11-01,2000,11,North-East,Adamawa,46.4,34.2,64.8
2000-12-01,2000,12,North-East,Adamawa,35.7,25.0,47.1
2001-01-01,2001,1,North-East,Adamawa,20.8,1.8,40.3
2001-02-01,2001,2,North-East,Adamawa,18.0,5.8,29.9
2001-03-01,2001,3,North-East,Adamawa,28.9,18.1,39.7
2001-04-01,2001,4,North-East,Adamawa,57.1,40.3,76.8
2001-05-01,2001,5,North-East,Adamawa,65.1,51.3,79.6
2001-06-01,2001,6,North-East,Adamawa,75.5,61.3,90.1
2001-07-01,2001,7,North-East,Adamawa,79.3,65.2,94.5
2001-08-01,2001,8,North-East,Adamawa,81.7,70.5,93.6
2001-09-01,2001,9,North-East,Adamawa,80.6,69.0,95.3
2001-10-01,2001,10,North-East,Adamawa,62.1,51.6,74.2
2001-11-01,2001,11,North-East,Adamawa,36.2,16.3,48.0
2001-12-01,2001,12,North-East,Adamawa,24.1,6.5,43.1
2002-01-01,2002,1,North-East,Adamawa,18.1,7.6,37.8
2002-02-01,2002,2,North-East,Adamawa,15.4,-3.4,30.0
2002-03-01,2002,3,North-East,Adamawa,25.8,14.3,45.1
2002-04-01,2002,4,North-East,Adamawa,58.2,46.9,70.3
2002-05-01,2002,5,North-East,Adamawa,70.4,55.4,86.3
2002-06-01,2002,6,North-East,Adamawa,70.9,59.0,81.2
2002-07-01,2002,7,North-East,Adamawa,77.6,61.9,90.9
2002-08-01,2002,8,North-East,Adamawa,80.1,66.9,97.6
2002-09-01,2002,9,North-East,Adamawa,80.6,68.4,99.1
2002-10-01,2002,10,North-East,Adamawa,71.3,52.2,84.0
2002-11-01,2002,11,North-East,Adamawa,44.9,28.6,58.5
2002-12-01,2002,12,North-East,Adamawa,28.1,11.9,43.1
2003-01-01,2003,1,North-East,Adamawa,18.5,-1.2,35.5
2003-02-01,2003,2,North-East,Adamawa,19.7,8.4,30.2
2003-03-01,2003,3,North-East,Adamawa,17.6,2.2,35.6
2003-04-01,2003,4,North-East,Adamawa,56.6,42.7,68.5
2003-05-01,2003,5,North-East,Adamawa,56.1,37.9,69.7
2003-06-01,2003,6,North-East,Adamawa,70.5,51.8,89.6
2003-07-01,2003,7,North-East,Adamawa,76.6,57.8,91.3
2003-08-01,2003,8,North-East,Adamawa,79.6,66.1,95.8
2003-09-01,2003,9,North-East,Adamawa,77.3,60.6,91.8
2003-10-01,2003,10,North-East,Adamawa,69.9,58.2,83.2
2003-11-01,2003,11,North-East,Adamawa,39.7,19.9,54.8
2003-12-01,2003,12,North-East,Adamawa,21.2,10.9,38.8
2004-01-01,2004,1,North-East,Adamawa,18.1,0.4,32.4
2004-02-01,2004,2,North-East,Adamawa,12.6,-1.0,29.1
2004-03-01,2004,3,North-East,Adamawa,17.3,4.7,32.5
2004-04-01,2004,4,North-East,Adamawa,53.0,33.2,71.3
2004-05-01,2004,5,North-East,Adamawa,71.1,54.0,83.5
2004-06-01,2004,6,North-East,Adamawa,70.1,53.6,89.5
2004-07-01,2004,7,North-East,Adamawa,77.5,65.1,94.9
2004-08-01,2004,8,North-East,Adamawa,77.6,64.3,97.4
2004-09-01,2004,9,North-East,Adamawa,73.8,62.1,90.4
2004-10-01,2004,10,North-East,Adamawa,61.5,47.2,75.4
2004-11-01,2004,11,North-East,Adamawa,38.9,20.9,57.0
2004-12-01,2004,12,North-East,Adamawa,19.5,4.7,36.2
2005-01-01,2005,1,North-East,Adamawa,17.9,-0.8,28.9
2005-02-01,2005,2,North-East,Adamawa,23.0,5.6,39.0
2005-03-01,2005,3,North-East,Adamawa,25.1,11.6,40.4
2005-04-01,2005,4,North-East,Adamawa,42.9,24.7,57.9
2005-05-01,2005,5,North-East,Adamawa,57.7,47.0,76.8
2005-06-01,2005,6,North-East,Adamawa,68.9,56.3,80.6
2005-07-01,2005,7,North-East,Adamawa,77.3,58.8,89.6
2005-08-01,2005,8,North-East,Adamawa,79.6,67.2,92.7
2005-09-01,2005,9,North-East,Adamawa,79.6,68.2,97.2
2005-10-01,2005,10,North-East,Adamawa,71.1,59.8,81.7
2005-11-01,2005,11,North-East,Adamawa,38.6,20.9,58.3
2005-12-01,2005,12,North-East,Adamawa,25.7,12.6,38.9
2006-01-01,2006,1,North-East,Adamawa,20.0,1.6,31.3
2006-02-01,2006,2,North-East,Adamawa,28.0,8.7,41.6
2006-03-01,2006,3,North-East,Adamawa,24.0,9.5,35.8
2006-04-01,2006,4,North-East,Adamawa,26.7,9.6,42.2
2006-05-01,2006,5,North-East,Adamawa,61.5,46.0,77.3
2006-06-01,2006,6,North-East,Adamawa,58.8,48.4,78.2
2006-07-01,2006,7,North-East,Adamawa,67.7,57.0,82.3
2006-08-01,2006,8,North-East,Adamawa,82.9,72.5,101.7
2006-09-01,2006,9,North-East,Adamawa,82.8,68.0,95.2
2006-10-01,2006,10,North-East,Adamawa,73.5,59.3,87.1
2006-11-01,2006,11,North-East,Adamawa,42.6,32.2,55.2
2006-12-01,2006,12,North-East,Adamawa,26.7,13.4,38.9
2007-01-01,2007,1,North-East,Adamawa,19.8,6.5,37.0
2007-02-01,2007,2,North-East,Adamawa,18.1,4.1,35.8
2007-03-01,2007,3,North-East,Adamawa,17.9,3.7,28.9
2007-04-01,2007,4,North-East,Adamawa,47.6,32.6,59.1
2007-05-01,2007,5,North-East,Adamawa,65.2,52.7,82.2
2007-06-01,2007,6,North-East,Adamawa,75.3,61.2,87.8
2007-07-01,2007,7,North-East,Adamawa,77.6,66.4,96.9
2007-08-01,2007,8,North-East,Adamawa,84.0,71.2,103.8
2007-09-01,2007,9,North-East,Adamawa,80.8,67.3,98.4
2007-10-01,2007,10,North-East,Adamawa,77.4,66.8,90.8
2007-11-01,2007,11,North-East,Adamawa,54.9,43.5,65.4
2007-12-01,2007,12,North-East,Adamawa,30.6,18.2,43.8
2008-01-01,2008,1,North-East,Adamawa,24.5,7.1,35.6
2008-02-01,2008,2,North-East,Adamawa,15.2,0.4,27.5
2008-03-01,2008,3,North-East,Adamawa,28.7,16.8,48.2
2008-04-01,2008,4,North-East,Adamawa,45.1,25.4,64.0
2008-05-01,2008,5,North-East,Adamawa,64.1,44.2,80.0
2008-06-01,2008,6,North-East,Adamawa,75.6,65.6,95.2
2008-07-01,2008,7,North-East,Adamawa,79.8,64.6,96.0
2008-08-01,2008,8,North-East,Adamawa,86.1,72.6,100.2
2008-09-01,2008,9,North-East,Adamawa,84.0,73.9,96.0
2008-10-01,2008,10,North-East,Adamawa,71.9,55.3,86.0
2008-11-01,2008,11,North-East,Adamawa,47.6,37.6,57.8
2008-12-01,2008,12,North-East,Adamawa,41.6,21.6,54.4
2009-01-01,2009,1,North-East,Adamawa,33.1,21.2,48.0
2009-02-01,2009,2,North-East,Adamawa,17.8,3.2,36.1
2009-03-01,2009,3,North-East,Adamawa,22.2,9.9,32.5
2009-04-01,2009,4,North-East,Adamawa,59.3,42.7,79.1
2009-05-01,2009,5,North-East,Adamawa,68.6,49.1,80.1
2009-06-01,2009,6,North-East,Adamawa,74.3,64.3,88.5
2009-07-01,2009,7,North-East,Adamawa,80.8,61.3,94.3
2009-08-01,2009,8,North-East,Adamawa,83.9,72.4,97.5
2009-09-01,2009,9,North-East,Adamawa,83.7,65.3,100.0
2009-10-01,2009,10,North-East,Adamawa,81.2,63.0,96.3
2009-11-01,2009,11,North-East,Adamawa,62.4,48.6,73.1
2009-12-01,2009,12,North-East,Adamawa,34.5,22.1,51.7
2010-01-01,2010,1,North-East,Adamawa,26.6,10.3,45.7
2010-02-01,2010,2,North-East,Adamawa,25.2,6.8,40.7
2010-03-01,2010,3,North-East,Adamawa,25.5,8.7,36.7
2010-04-01,2010,4,North-East,Adamawa,50.1,34.3,62.7
2010-05-01,2010,5,North-East,Adamawa,70.0,54.5,85.8
2010-06-01,2010,6,North-East,Adamawa,74.3,59.3,85.8
2010-07-01,2010,7,North-East,Adamawa,83.4,64.5,94.8
2010-08-01,2010,8,North-East,Adamawa,86.6,68.5,103.8
2010-09-01,2010,9,North-East,Adamawa,83.7,67.0,102.9
2010-10-01,2010,10,North-East,Adamawa,79.1,59.5,95.5
2010-11-01,2010,11,North-East,Adamawa,58.8,40.9,76.6
2010-12-01,2010,12,North-East,Adamawa,37.2,23.1,51.0
2011-01-01,2011,1,North-East,Adamawa,28.1,11.7,46.6
2011-02-01,2011,2,North-East,Adamawa,31.0,15.5,50.1
2011-03-01,2011,3,North-East,Adamawa,21.4,10.3,34.2
2011-04-01,2011,4,North-East,Adamawa,39.8,29.4,52.0
2011-05-01,2011,5,North-East,Adamawa,68.2,48.7,79.0
2011-06-01,2011,6,North-East,Adamawa,70.8,54.1,86.4
2011-07-01,2011,7,North-East,Adamawa,75.4,58.2,89.6
2011-08-01,2011,8,North-East,Adamawa,82.3,66.9,99.0
2011-09-01,2011,9,North-East,Adamawa,80.5,65.3,95.9
2011-10-01,2011,10,North-East,Adamawa,72.8,60.5,91.8
2011-11-01,2011,11,North-East,Adamawa,40.5,23.4,55.7
2011-12-01,2011,12,North-East,Adamawa,25.9,11.0,41.6
2012-01-01,2012,1,North-East,Adamawa,20.4,0.9,33.1
2012-02-01,2012,2,North-East,Adamawa,19.9,1.7,30.8
2012-03-01,2012,3,North-East,Adamawa,14.4,-2.9,26.5
2012-04-01,2012,4,North-East,Adamawa,53.3,37.2,69.3
2012-05-01,2012,5,North-East,Adamawa,66.3,46.3,85.1
2012-06-01,2012,6,North-East,Adamawa,78.3,63.3,88.7
2012-07-01,2012,7,North-East,Adamawa,82.5,70.8,97.9
2012-08-01,2012,8,North-East,Adamawa,84.9,70.7,103.8
2012-09-01,2012,9,North-East,Adamawa,83.7,65.1,97.1
2012-10-01,2012,10,North-East,Adamawa,78.6,62.1,95.0
2012-11-01,2012,11,North-East,Adamawa,62.8,44.6,75.4
2012-12-01,2012,12,North-East,Adamawa,43.7,31.1,58.4
2013-01-01,2013,1,North-East,Adamawa,37.7,21.8,52.4
2013-02-01,2013,2,North-East,Adamawa,25.4,10.9,42.2
2013-03-01,2013,3,North-East,Adamawa,47.6,37.2,59.9
2013-04-01,2013,4,North-East,Adamawa,51.6,34.0,70.0
2013-05-01,2013,5,North-East,Adamawa,67.0,54.0,81.3
2013-06-01,2013,6,North-East,Adamawa,71.8,55.1,85.1
2013-07-01,2013,7,North-East,Adamawa,77.9,61.0,88.5
2013-08-01,2013,8,North-East,Adamawa,84.0,73.9,98.3
2013-09-01,2013,9,North-East,Adamawa,80.7,64.9,93.2
2013-10-01,2013,10,North-East,Adamawa,67.4,57.0,82.2
2013-11-01,2013,11,North-East,Adamawa,43.0,29.5,57.0
2013-12-01,2013,12,North-East,Adamawa,37.9,23.8,56.2
2014-01-01,2014,1,North-East,Adamawa,20.3,9.7,36.6
2014-02-01,2014,2,North-East,Adamawa,16.2,-2.0,30.9
2014-03-01,2014,3,North-East,Adamawa,28.5,12.1,43.7
2014-04-01,2014,4,North-East,Adamawa,52.4,37.1,71.6
2014-05-01,2014,5,North-East,Adamawa,66.3,47.7,82.8
2014-06-01,2014,6,North-East,Adamawa,78.0,61.5,90.2
2014-07-01,2014,7,North-East,Adamawa,78.4,65.5,91.2
2014-08-01,2014,8,North-East,Adamawa,84.2,71.9,102.0
2014-09-01,2014,9,North-East,Adamawa,81.1,66.7,91.9
2014-10-01,2014,10,North-East,Adamawa,71.7,52.6,84.3
2014-11-01,2014,11,North-East,Adamawa,49.3,29.6,63.9
2014-12-01,2014,12,North-East,Adamawa,28.2,14.0,45.9
2015-01-01,2015,1,North-East,Adamawa,18.7,7.0,28.7
2015-02-01,2015,2,North-East,Adamawa,19.9,7.2,33.9
2015-03-01,2015,3,North-East,Adamawa,26.2,15.3,42.6
2015-04-01,2015,4,North-East,Adamawa,21.8,10.2,41.5
2015-05-01,2015,5,North-East,Adamawa,50.8,40.3,68.0
2015-06-01,2015,6,North-East,Adamawa,68.0,56.3,85.8
2015-07-01,2015,7,North-East,Adamawa,74.9,59.8,86.1
2015-08-01,2015,8,North-East,Adamawa,82.3,70.2,96.0
2015-09-01,2015,9,North-East,Adamawa,79.7,66.7,95.8
2015-10-01,2015,10,North-East,Adamawa,73.2,57.9,91.6
2015-11-01,2015,11,North-East,Adamawa,43.8,33.3,57.6
2015-12-01,2015,12,North-East,Adamawa,29.3,10.2,39.5
2016-01-01,2016,1,North-East,Adamawa,18.5,1.0,36.4
2016-02-01,2016,2,North-East,Adamawa,13.7,-1.5,29.7
2016-03-01,2016,3,North-East,Adamawa,33.5,18.1,47.0
2016-04-01,2016,4,North-East,Adamawa,53.5,38.5,72.3
2016-05-01,2016,5,North-East,Adamawa,66.7,50.4,78.8
2016-06-01,2016,6,North-East,Adamawa,74.5,56.9,87.1
2016-07-01,2016,7,North-East,Adamawa,82.4,64.3,97.3
2016-08-01,2016,8,North-East,Adamawa,84.5,71.2,96.5
2016-09-01,2016,9,North-East,Adamawa,84.0,67.4,102.9
2016-10-01,2016,10,North-East,Adamawa,72.9,62.2,83.1
2016-11-01,2016,11,North-East,Adamawa,50.1,35.3,60.8
2016-12-01,2016,12,North-East,Adamawa,33.0,18.8,48.8
2017-01-01,2017,1,North-East,Adamawa,27.9,17.5,46.4
2017-02-01,2017,2,North-East,Adamawa,14.2,-4.1,26.7
2017-03-01,2017,3,North-East,Adamawa,16.2,-3.0,29.0
2017-04-01,2017,4,North-East,Adamawa,44.9,29.0,60.3
2017-05-01,2017,5,North-East,Adamawa,67.6,57.3,79.5
2017-06-01,2017,6,North-East,Adamawa,69.8,53.6,81.1
2017-07-01,2017,7,North-East,Adamawa,81.1,70.0,99.1
2017-08-01,2017,8,North-East,Adamawa,83.6,65.7,103.2
2017-09-01,2017,9,North-East,Adamawa,80.2,67.4,92.8
2017-10-01,2017,10,North-East,Adamawa,63.9,53.5,75.8
2017-11-01,2017,11,North-East,Adamawa,39.6,28.5,51.9
