Date,Year,Month,Geopolitical_Zone,State,Rainfall_mm,Rainy_Days,Max_Daily_Rainfall_mm,Rainfall_Intensity,Drought_Index,Flood_Risk_Index
2010-02-01,2010,2,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2010-03-01,2010,3,North-East,Bauchi,0.4,0,0.2,0.4,0.953,0.023
2010-04-01,2010,4,North-East,Bauchi,8.3,2,2.7,4.15,0.828,0.056
2010-05-01,2010,5,North-East,Bauchi,39.1,8,14.4,4.89,0.64,0.133
2010-06-01,2010,6,North-East,Bauchi,104.0,21,51.9,4.95,0.208,0.395
2010-07-01,2010,7,North-East,Bauchi,245.6,30,112.8,8.19,0.0,0.585
2010-08-01,2010,8,North-East,Bauchi,192.1,30,79.0,6.4,0.172,0.34
2010-09-01,2010,9,North-East,Bauchi,195.8,30,59.6,6.53,0.0,0.393
2010-10-01,2010,10,North-East,Bauchi,42.6,9,14.7,4.73,0.048,0.329
2010-11-01,2010,11,North-East,Bauchi,0.7,0,0.3,0.7,0.88,0.051
2010-12-01,2010,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2011-01-01,2011,1,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2011-02-01,2011,2,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2011-03-01,2011,3,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2011-04-01,2011,4,North-East,Bauchi,2.9,1,0.9,2.9,0.94,0.019
2011-05-01,2011,5,North-East,Bauchi,38.9,8,13.3,4.86,0.642,0.123
2011-06-01,2011,6,North-East,Bauchi,58.4,12,20.7,4.87,0.555,0.158
2011-07-01,2011,7,North-East,Bauchi,83.1,17,29.0,4.89,0.569,0.15
2011-08-01,2011,8,North-East,Bauchi,242.7,30,100.0,8.09,0.0,0.431
2011-09-01,2011,9,North-East,Bauchi,142.4,28,49.9,5.09,0.061,0.329
2011-10-01,2011,10,North-East,Bauchi,35.7,7,14.7,5.1,0.202,0.329
2011-11-01,2011,11,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2011-12-01,2011,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2012-01-01,2012,1,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2012-02-01,2012,2,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2012-03-01,2012,3,North-East,Bauchi,1.9,0,0.9,1.9,0.777,0.106
2012-04-01,2012,4,North-East,Bauchi,35.3,7,17.3,5.04,0.269,0.358
2012-05-01,2012,5,North-East,Bauchi,102.1,20,39.4,5.1,0.059,0.363
2012-06-01,2012,6,North-East,Bauchi,194.2,30,64.1,6.47,0.0,0.488
2012-07-01,2012,7,North-East,Bauchi,219.9,30,109.5,7.33,0.0,0.568
2012-08-01,2012,8,North-East,Bauchi,280.4,30,84.4,9.35,0.0,0.364
2012-09-01,2012,9,North-East,Bauchi,220.7,30,76.2,7.36,0.0,0.502
2012-10-01,2012,10,North-East,Bauchi,46.6,9,16.1,5.18,0.0,0.36
2012-11-01,2012,11,North-East,Bauchi,2.2,0,0.8,2.2,0.623,0.137
2012-12-01,2012,12,North-East,Bauchi,0.3,0,0.1,0.3,0.261,0.246
2013-01-01,2013,1,North-East,Bauchi,0.6,0,0.3,0.6,0.0,0.81
2013-02-01,2013,2,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2013-03-01,2013,3,North-East,Bauchi,3.8,1,1.4,3.8,0.554,0.164
2013-04-01,2013,4,North-East,Bauchi,8.0,2,3.9,4.0,0.834,0.081
2013-05-01,2013,5,North-East,Bauchi,13.2,3,4.9,4.4,0.878,0.045
2013-06-01,2013,6,North-East,Bauchi,53.6,11,18.4,4.87,0.592,0.14
2013-07-01,2013,7,North-East,Bauchi,137.2,27,51.9,5.08,0.288,0.269
2013-08-01,2013,8,North-East,Bauchi,252.1,30,111.2,8.4,0.0,0.479
2013-09-01,2013,9,North-East,Bauchi,63.1,13,24.5,4.85,0.584,0.161
2013-10-01,2013,10,North-East,Bauchi,30.8,6,10.5,5.13,0.312,0.235
2013-11-01,2013,11,North-East,Bauchi,1.1,0,0.4,1.1,0.811,0.069
2013-12-01,2013,12,North-East,Bauchi,1.3,0,0.5,1.3,0.0,1.0
2014-01-01,2014,1,North-East,Bauchi,1.7,0,0.7,1.7,0.0,1.0
2014-02-01,2014,2,North-East,Bauchi,0.4,0,0.2,0.4,0.0,0.673
2014-03-01,2014,3,North-East,Bauchi,3.7,1,1.2,3.7,0.566,0.141
2014-04-01,2014,4,North-East,Bauchi,53.4,11,16.6,4.85,0.0,0.344
2014-05-01,2014,5,North-East,Bauchi,44.2,9,14.0,4.91,0.593,0.129
2014-06-01,2014,6,North-East,Bauchi,48.4,10,20.9,4.84,0.631,0.159
2014-07-01,2014,7,North-East,Bauchi,118.9,24,44.7,4.95,0.383,0.232
2014-08-01,2014,8,North-East,Bauchi,186.0,30,78.7,6.2,0.198,0.339
2014-09-01,2014,9,North-East,Bauchi,111.3,22,46.1,5.06,0.266,0.304
2014-10-01,2014,10,North-East,Bauchi,25.4,5,8.5,5.08,0.432,0.19
2014-11-01,2014,11,North-East,Bauchi,0.1,0,0.0,0.1,0.983,0.0
2014-12-01,2014,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2015-01-01,2015,1,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2015-02-01,2015,2,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2015-03-01,2015,3,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2015-04-01,2015,4,North-East,Bauchi,1.8,0,0.6,1.8,0.963,0.012
2015-05-01,2015,5,North-East,Bauchi,13.0,3,4.1,4.33,0.88,0.038
2015-06-01,2015,6,North-East,Bauchi,67.2,13,22.5,5.17,0.488,0.171
2015-07-01,2015,7,North-East,Bauchi,202.2,30,95.5,6.74,0.0,0.496
2015-08-01,2015,8,North-East,Bauchi,263.4,30,95.0,8.78,0.0,0.409
2015-09-01,2015,9,North-East,Bauchi,198.7,30,83.9,6.62,0.0,0.553
2015-10-01,2015,10,North-East,Bauchi,17.6,4,5.8,4.4,0.607,0.13
2015-11-01,2015,11,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2015-12-01,2015,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2016-01-01,2016,1,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2016-02-01,2016,2,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2016-03-01,2016,3,North-East,Bauchi,4.4,1,1.5,4.4,0.483,0.176
2016-04-01,2016,4,North-East,Bauchi,49.1,10,18.5,4.91,0.0,0.383
2016-05-01,2016,5,North-East,Bauchi,57.4,11,25.1,5.22,0.471,0.231
2016-06-01,2016,6,North-East,Bauchi,103.3,21,43.9,4.92,0.213,0.334
2016-07-01,2016,7,North-East,Bauchi,185.5,30,77.0,6.18,0.037,0.4
2016-08-01,2016,8,North-East,Bauchi,208.0,30,91.2,6.93,0.104,0.393
2016-09-01,2016,9,North-East,Bauchi,206.4,30,91.2,6.88,0.0,0.601
2016-10-01,2016,10,North-East,Bauchi,25.8,5,8.2,5.16,0.423,0.183
2016-11-01,2016,11,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2016-12-01,2016,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2017-01-01,2017,1,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2017-02-01,2017,2,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2017-03-01,2017,3,North-East,Bauchi,3.5,1,1.3,3.5,0.589,0.153
2017-04-01,2017,4,North-East,Bauchi,13.2,3,5.9,4.4,0.727,0.122
2017-05-01,2017,5,North-East,Bauchi,165.9,30,73.4,5.53,0.0,0.676
2017-06-01,2017,6,North-East,Bauchi,137.3,27,41.3,5.09,0.0,0.315
2017-07-01,2017,7,North-East,Bauchi,236.8,30,113.0,7.89,0.0,0.586
2017-08-01,2017,8,North-East,Bauchi,201.9,30,88.6,6.73,0.13,0.382
2017-09-01,2017,9,North-East,Bauchi,88.4,18,38.4,4.91,0.417,0.253
2017-10-01,2017,10,North-East,Bauchi,4.7,1,2.2,4.7,0.895,0.049
2017-11-01,2017,11,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2017-12-01,2017,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2018-01-01,2018,1,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2018-02-01,2018,2,North-East,Bauchi,2.2,0,0.8,2.2,0.0,1.0
2018-03-01,2018,3,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2018-04-01,2018,4,North-East,Bauchi,1.5,0,0.5,1.5,0.969,0.01
2018-05-01,2018,5,North-East,Bauchi,156.9,30,73.2,5.23,0.0,0.674
2018-06-01,2018,6,North-East,Bauchi,93.6,19,43.3,4.93,0.287,0.33
2018-07-01,2018,7,North-East,Bauchi,150.2,30,46.5,5.01,0.221,0.241
2018-08-01,2018,8,North-East,Bauchi,284.7,30,114.4,9.49,0.0,0.493
2018-09-01,2018,9,North-East,Bauchi,167.1,30,59.9,5.57,0.0,0.395
2018-10-01,2018,10,North-East,Bauchi,28.1,6,13.5,4.68,0.372,0.302
2018-11-01,2018,11,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2018-12-01,2018,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2019-01-01,2019,1,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2019-02-01,2019,2,North-East,Bauchi,0.2,0,0.1,0.2,0.327,0.337
2019-03-01,2019,3,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2019-04-01,2019,4,North-East,Bauchi,2.4,0,1.2,2.4,0.95,0.025
2019-05-01,2019,5,North-East,Bauchi,51.5,10,21.0,5.15,0.526,0.193
2019-06-01,2019,6,North-East,Bauchi,86.0,17,25.9,5.06,0.345,0.197
2019-07-01,2019,7,North-East,Bauchi,150.2,30,61.7,5.01,0.221,0.32
2019-08-01,2019,8,North-East,Bauchi,340.6,30,148.4,11.35,0.0,0.64
2019-09-01,2019,9,North-East,Bauchi,130.2,26,58.4,5.01,0.142,0.385
2019-10-01,2019,10,North-East,Bauchi,83.6,17,38.3,4.92,0.0,0.856
2019-11-01,2019,11,North-East,Bauchi,22.6,5,8.9,4.52,0.0,1.0
2019-12-01,2019,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2020-01-01,2020,1,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2020-02-01,2020,2,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2020-03-01,2020,3,North-East,Bauchi,86.7,17,42.5,5.1,0.0,1.0
2020-04-01,2020,4,North-East,Bauchi,558.3,30,175.9,18.61,0.0,1.0
2020-05-01,2020,5,North-East,Bauchi,428.8,30,147.5,14.29,0.0,1.0
2020-06-01,2020,6,North-East,Bauchi,60.8,12,20.2,5.07,0.537,0.154
2020-07-01,2020,7,North-East,Bauchi,277.6,30,89.6,9.25,0.0,0.465
2020-08-01,2020,8,North-East,Bauchi,368.5,30,118.0,12.28,0.0,0.509
2020-09-01,2020,9,North-East,Bauchi,175.7,30,71.0,5.86,0.0,0.468
2020-10-01,2020,10,North-East,Bauchi,28.0,6,11.9,4.67,0.374,0.266
2020-11-01,2020,11,North-East,Bauchi,29.4,6,11.1,4.9,0.0,1.0
2020-12-01,2020,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2021-01-01,2021,1,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2021-02-01,2021,2,North-East,Bauchi,1.9,0,0.8,1.9,0.0,1.0
2021-03-01,2021,3,North-East,Bauchi,4.5,1,1.8,4.5,0.472,0.211
2021-04-01,2021,4,North-East,Bauchi,12.4,2,4.7,6.2,0.743,0.097
2021-05-01,2021,5,North-East,Bauchi,203.7,30,95.9,6.79,0.0,0.883
2021-06-01,2021,6,North-East,Bauchi,669.9,30,237.3,22.33,0.0,1.0
2021-07-01,2021,7,North-East,Bauchi,894.8,30,421.9,29.83,0.0,1.0
2021-08-01,2021,8,North-East,Bauchi,430.9,30,202.4,14.36,0.0,0.872
2021-09-01,2021,9,North-East,Bauchi,664.9,30,217.5,22.16,0.0,1.0
2021-10-01,2021,10,North-East,Bauchi,294.4,30,127.7,9.81,0.0,1.0
2021-11-01,2021,11,North-East,Bauchi,119.0,24,59.3,4.96,0.0,1.0
2021-12-01,2021,12,North-East,Bauchi,9.0,2,3.8,4.5,0.0,1.0
2022-01-01,2022,1,North-East,Bauchi,9.5,2,3.3,4.75,0.0,1.0
2022-02-01,2022,2,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2022-03-01,2022,3,North-East,Bauchi,22.7,5,7.7,4.54,0.0,0.904
2022-04-01,2022,4,North-East,Bauchi,162.0,30,76.3,5.4,0.0,1.0
2022-05-01,2022,5,North-East,Bauchi,814.5,30,315.6,27.15,0.0,1.0
2022-06-01,2022,6,North-East,Bauchi,621.9,30,286.6,20.73,0.0,1.0
2022-07-01,2022,7,North-East,Bauchi,176.1,30,56.6,5.87,0.086,0.294
2022-08-01,2022,8,North-East,Bauchi,152.2,30,59.1,5.07,0.344,0.255
2022-09-01,2022,9,North-East,Bauchi,162.3,30,54.3,5.41,0.0,0.358
2022-10-01,2022,10,North-East,Bauchi,71.0,14,30.4,5.07,0.0,0.679
2022-11-01,2022,11,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2022-12-01,2022,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2023-01-01,2023,1,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2023-02-01,2023,2,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
2023-03-01,2023,3,North-East,Bauchi,126.2,25,43.1,5.05,0.0,1.0
2023-04-01,2023,4,North-East,Bauchi,55.4,11,27.5,5.04,0.0,0.57
2023-05-01,2023,5,North-East,Bauchi,154.2,30,66.7,5.14,0.0,0.614
2023-06-01,2023,6,North-East,Bauchi,85.1,17,26.9,5.01,0.352,0.205
2023-07-01,2023,7,North-East,Bauchi,45.1,9,16.4,5.01,0.766,0.085
2023-08-01,2023,8,North-East,Bauchi,125.2,25,55.3,5.01,0.46,0.238
2023-09-01,2023,9,North-East,Bauchi,76.1,15,26.9,5.07,0.498,0.177
2023-10-01,2023,10,North-East,Bauchi,29.8,6,12.3,4.97,0.334,0.275
2023-11-01,2023,11,North-East,Bauchi,0.9,0,0.4,0.9,0.846,0.069
2023-12-01,2023,12,North-East,Bauchi,0.0,0,0.0,0.0,1.0,0.0
1990-01-01,1990,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1990-02-01,1990,2,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1990-03-01,1990,3,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1990-04-01,1990,4,North-East,Adamawa,72.2,14,23.7,5.16,0.0,0.415
1990-05-01,1990,5,North-East,Adamawa,127.5,26,49.1,4.9,0.0,0.459
1990-06-01,1990,6,North-East,Adamawa,121.4,24,40.2,5.06,0.075,0.306
1990-07-01,1990,7,North-East,Adamawa,162.3,30,55.9,5.41,0.027,0.335
1990-08-01,1990,8,North-East,Adamawa,180.1,30,70.7,6.0,0.122,0.345
1990-09-01,1990,9,North-East,Adamawa,136.8,27,48.9,5.07,0.168,0.297
1990-10-01,1990,10,North-East,Adamawa,86.1,17,36.4,5.06,0.0,0.462
1990-11-01,1990,11,North-East,Adamawa,22.2,4,8.0,5.55,0.0,1.0
1990-12-01,1990,12,North-East,Adamawa,5.6,1,2.1,5.6,0.0,1.0
1991-01-01,1991,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1991-02-01,1991,2,North-East,Adamawa,0.1,0,0.0,0.1,0.649,0.0
1991-03-01,1991,3,North-East,Adamawa,2.5,0,1.1,2.5,0.366,0.279
1991-04-01,1991,4,North-East,Adamawa,92.4,18,45.1,5.13,0.0,0.789
1991-05-01,1991,5,North-East,Adamawa,152.4,30,56.2,5.08,0.0,0.525
1991-06-01,1991,6,North-East,Adamawa,118.3,24,51.4,4.93,0.099,0.391
1991-07-01,1991,7,North-East,Adamawa,147.9,30,63.9,4.93,0.113,0.383
1991-08-01,1991,8,North-East,Adamawa,221.3,30,89.7,7.38,0.0,0.437
1991-09-01,1991,9,North-East,Adamawa,140.1,28,42.6,5.0,0.148,0.259
1991-10-01,1991,10,North-East,Adamawa,85.1,17,38.2,5.01,0.0,0.485
1991-11-01,1991,11,North-East,Adamawa,8.5,2,2.6,4.25,0.0,0.353
1991-12-01,1991,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1992-01-01,1992,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1992-02-01,1992,2,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1992-03-01,1992,3,North-East,Adamawa,16.0,3,8.0,5.33,0.0,1.0
1992-04-01,1992,4,North-East,Adamawa,102.8,21,32.3,4.9,0.0,0.565
1992-05-01,1992,5,North-East,Adamawa,93.5,19,43.4,4.92,0.127,0.405
1992-06-01,1992,6,North-East,Adamawa,117.9,24,38.4,4.91,0.102,0.292
1992-07-01,1992,7,North-East,Adamawa,140.8,28,52.1,5.03,0.156,0.312
1992-08-01,1992,8,North-East,Adamawa,134.0,27,47.8,4.96,0.347,0.233
1992-09-01,1992,9,North-East,Adamawa,190.8,30,59.9,6.36,0.0,0.364
1992-10-01,1992,10,North-East,Adamawa,97.7,20,34.2,4.88,0.0,0.434
1992-11-01,1992,11,North-East,Adamawa,13.9,3,6.4,4.63,0.0,0.869
1992-12-01,1992,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1993-01-01,1993,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1993-02-01,1993,2,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1993-03-01,1993,3,North-East,Adamawa,14.2,3,4.5,4.73,0.0,1.0
1993-04-01,1993,4,North-East,Adamawa,65.5,13,29.3,5.04,0.0,0.512
1993-05-01,1993,5,North-East,Adamawa,97.2,19,44.1,5.12,0.092,0.412
1993-06-01,1993,6,North-East,Adamawa,151.4,30,66.2,5.05,0.0,0.504
1993-07-01,1993,7,North-East,Adamawa,174.9,30,65.5,5.83,0.0,0.393
1993-08-01,1993,8,North-East,Adamawa,181.3,30,70.2,6.04,0.117,0.342
1993-09-01,1993,9,North-East,Adamawa,154.2,30,62.2,5.14,0.062,0.378
1993-10-01,1993,10,North-East,Adamawa,87.2,17,32.9,5.13,0.0,0.418
1993-11-01,1993,11,North-East,Adamawa,7.8,2,3.9,3.9,0.0,0.529
1993-12-01,1993,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1994-01-01,1994,1,North-East,Adamawa,0.1,0,0.0,0.1,0.0,0.0
1994-02-01,1994,2,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1994-03-01,1994,3,North-East,Adamawa,0.7,0,0.2,0.7,0.822,0.051
1994-04-01,1994,4,North-East,Adamawa,53.9,11,18.2,4.9,0.057,0.318
1994-05-01,1994,5,North-East,Adamawa,77.9,16,28.5,4.87,0.273,0.266
1994-06-01,1994,6,North-East,Adamawa,133.9,27,48.3,4.96,0.0,0.368
1994-07-01,1994,7,North-East,Adamawa,202.7,30,98.6,6.76,0.0,0.591
1994-08-01,1994,8,North-East,Adamawa,364.1,30,116.1,12.14,0.0,0.566
1994-09-01,1994,9,North-East,Adamawa,193.1,30,70.6,6.44,0.0,0.429
1994-10-01,1994,10,North-East,Adamawa,86.9,17,35.4,5.11,0.0,0.45
1994-11-01,1994,11,North-East,Adamawa,1.0,0,0.4,1.0,0.864,0.054
1994-12-01,1994,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1995-01-01,1995,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1995-02-01,1995,2,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1995-03-01,1995,3,North-East,Adamawa,5.3,1,2.6,5.3,0.0,0.66
1995-04-01,1995,4,North-East,Adamawa,71.7,14,23.1,5.12,0.0,0.404
1995-05-01,1995,5,North-East,Adamawa,97.7,20,35.3,4.88,0.088,0.33
1995-06-01,1995,6,North-East,Adamawa,156.5,30,50.4,5.22,0.0,0.384
1995-07-01,1995,7,North-East,Adamawa,211.7,30,88.0,7.06,0.0,0.528
1995-08-01,1995,8,North-East,Adamawa,234.5,30,88.6,7.82,0.0,0.432
1995-09-01,1995,9,North-East,Adamawa,197.5,30,94.3,6.58,0.0,0.573
1995-10-01,1995,10,North-East,Adamawa,187.6,30,76.5,6.25,0.0,0.972
1995-11-01,1995,11,North-East,Adamawa,7.2,1,2.4,7.2,0.023,0.326
1995-12-01,1995,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1996-01-01,1996,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1996-02-01,1996,2,North-East,Adamawa,0.7,0,0.2,0.7,0.0,0.701
1996-03-01,1996,3,North-East,Adamawa,18.3,4,8.7,4.58,0.0,1.0
1996-04-01,1996,4,North-East,Adamawa,70.2,14,32.6,5.01,0.0,0.57
1996-05-01,1996,5,North-East,Adamawa,120.9,24,57.0,5.04,0.0,0.532
1996-06-01,1996,6,North-East,Adamawa,149.2,30,51.0,4.97,0.0,0.388
1996-07-01,1996,7,North-East,Adamawa,147.8,30,69.1,4.93,0.114,0.414
1996-08-01,1996,8,North-East,Adamawa,231.3,30,72.4,7.71,0.0,0.353
1996-09-01,1996,9,North-East,Adamawa,192.9,30,80.6,6.43,0.0,0.49
1996-10-01,1996,10,North-East,Adamawa,116.9,23,37.9,5.08,0.0,0.481
1996-11-01,1996,11,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1996-12-01,1996,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1997-01-01,1997,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1997-02-01,1997,2,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1997-03-01,1997,3,North-East,Adamawa,7.1,1,2.5,7.1,0.0,0.634
1997-04-01,1997,4,North-East,Adamawa,73.7,15,35.4,4.91,0.0,0.619
1997-05-01,1997,5,North-East,Adamawa,168.9,30,81.3,5.63,0.0,0.759
1997-06-01,1997,6,North-East,Adamawa,218.0,30,85.9,7.27,0.0,0.654
1997-07-01,1997,7,North-East,Adamawa,204.3,30,82.4,6.81,0.0,0.494
1997-08-01,1997,8,North-East,Adamawa,149.6,30,61.3,4.99,0.271,0.299
1997-09-01,1997,9,North-East,Adamawa,114.1,23,51.1,4.96,0.306,0.311
1997-10-01,1997,10,North-East,Adamawa,83.2,17,32.8,4.89,0.0,0.417
1997-11-01,1997,11,North-East,Adamawa,5.6,1,2.3,5.6,0.24,0.312
1997-12-01,1997,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1998-01-01,1998,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1998-02-01,1998,2,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1998-03-01,1998,3,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1998-04-01,1998,4,North-East,Adamawa,60.3,12,27.1,5.02,0.0,0.474
1998-05-01,1998,5,North-East,Adamawa,151.2,30,75.3,5.04,0.0,0.703
1998-06-01,1998,6,North-East,Adamawa,121.1,24,57.3,5.05,0.078,0.436
1998-07-01,1998,7,North-East,Adamawa,156.7,30,54.6,5.22,0.06,0.327
1998-08-01,1998,8,North-East,Adamawa,155.2,30,47.9,5.17,0.244,0.233
1998-09-01,1998,9,North-East,Adamawa,227.0,30,80.7,7.57,0.0,0.491
1998-10-01,1998,10,North-East,Adamawa,38.7,8,17.2,4.84,0.508,0.218
1998-11-01,1998,11,North-East,Adamawa,4.4,1,1.6,4.4,0.403,0.217
1998-12-01,1998,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1999-01-01,1999,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1999-02-01,1999,2,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
1999-03-01,1999,3,North-East,Adamawa,2.3,0,1.0,2.3,0.416,0.254
1999-04-01,1999,4,North-East,Adamawa,62.0,12,23.0,5.17,0.0,0.402
1999-05-01,1999,5,North-East,Adamawa,119.8,24,46.7,4.99,0.0,0.436
1999-06-01,1999,6,North-East,Adamawa,84.7,17,35.2,4.98,0.355,0.268
1999-07-01,1999,7,North-East,Adamawa,134.2,27,44.1,4.97,0.195,0.264
1999-08-01,1999,8,North-East,Adamawa,157.1,30,55.9,5.24,0.234,0.272
1999-09-01,1999,9,North-East,Adamawa,151.0,30,56.4,5.03,0.082,0.343
1999-10-01,1999,10,North-East,Adamawa,81.7,16,26.3,5.11,0.0,0.334
1999-11-01,1999,11,North-East,Adamawa,0.2,0,0.1,0.2,0.973,0.014
1999-12-01,1999,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
2000-01-01,2000,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
2000-02-01,2000,2,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
2000-03-01,2000,3,North-East,Adamawa,0.7,0,0.3,0.7,0.822,0.076
2000-04-01,2000,4,North-East,Adamawa,28.4,6,12.9,4.73,0.503,0.226
2000-05-01,2000,5,North-East,Adamawa,71.3,14,32.8,5.09,0.334,0.306
2000-06-01,2000,6,North-East,Adamawa,196.3,30,62.9,6.54,0.0,0.479
2000-07-01,2000,7,North-East,Adamawa,204.2,30,101.5,6.81,0.0,0.609
2000-08-01,2000,8,North-East,Adamawa,169.1,30,79.2,5.64,0.176,0.386
2000-09-01,2000,9,North-East,Adamawa,184.4,30,78.5,6.15,0.0,0.477
2000-10-01,2000,10,North-East,Adamawa,106.0,21,42.9,5.05,0.0,0.545
2000-11-01,2000,11,North-East,Adamawa,0.2,0,0.1,0.2,0.973,0.014
2000-12-01,2000,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
2001-01-01,2001,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
2001-02-01,2001,2,North-East,Adamawa,0.1,0,0.0,0.1,0.649,0.0
2001-03-01,2001,3,North-East,Adamawa,0.5,0,0.2,0.5,0.873,0.051
2001-04-01,2001,4,North-East,Adamawa,61.4,12,29.2,5.12,0.0,0.511
2001-05-01,2001,5,North-East,Adamawa,104.2,21,42.7,4.96,0.027,0.399
2001-06-01,2001,6,North-East,Adamawa,133.3,27,53.8,4.94,0.0,0.41
2001-07-01,2001,7,North-East,Adamawa,159.9,30,69.8,5.33,0.041,0.419
2001-08-01,2001,8,North-East,Adamawa,150.3,30,59.1,5.01,0.268,0.288
2001-09-01,2001,9,North-East,Adamawa,143.7,29,60.2,4.96,0.126,0.366
2001-10-01,2001,10,North-East,Adamawa,51.8,10,21.8,5.18,0.342,0.277
2001-11-01,2001,11,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
2001-12-01,2001,12,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
2002-01-01,2002,1,North-East,Adamawa,0.0,0,0.0,0.0,1.0,0.0
2002-02-01,2002,2,North-East,Adamawa,0.3,0,0.1,0.3,0.0,0.351
2002-03-01,2002,3,North-East,Adamawa,4.1,1,1.6,4.1,0.0,0.406
2002-04-01,2002,4,North-East,Adamawa,77.6,16,32.9,4.85,0.0,0.575
2002-05-01,2002,5,North-East,Adamawa,138.7,28,61.8,4.95,0.0,0.577
